source_link,interaction_type,interacts_with,severity,description_en,management_en
DB00492,food,Antacids,moderate,Take separate from antacids. Take at least 2 hours before or after antacids. Taking this medication with antacids can reduce absorption.Taking this medication with antacids can reduce absorption.,
DB00497,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00498,food,Garlic,moderate,"Examples include ginseng, ginkgo, ginger, and garlic.",
DB00498,food,Ginger,moderate,"Examples include ginseng, ginkgo, ginger, and garlic.",
DB00498,food,Ginkgo,moderate,"Examples include ginseng, ginkgo, ginger, and garlic.",
DB00498,food,Ginseng,moderate,"Examples include ginseng, ginkgo, ginger, and garlic.",
DB00500,food,Alcohol,moderate,"Avoid alcohol. Ingesting alcohol may increase the risk of developing an ulcer, or gastrointestinal bleed.",Avoid alcohol.
DB00500,food,Milk / Dairy,moderate,Food (or milk) can decrease oral bioavailability by 16%.,
DB00502,food,Alcohol,moderate,Avoid alcohol. Alcohol may potential hypotension and CNS adverse effects.,Avoid alcohol.
DB00515,food,Echinacea,moderate,"Avoid echinacea. Echinacea should be used with caution, if at all, in patients receiving therapeutic immunosuppressants.",Avoid echinacea.
DB00518,food,High fat meal,moderate,Take with a high fat meal. A high fat meal increases solubility and absorption.,
DB00519,food,Potassium-containing products,moderate,Avoid potassium-containing products.,Avoid potassium-containing products.
DB00528,food,Alcohol,moderate,"Avoid alcohol. Alcohol may increase the vasodilatory effects of lercanidipine, which may lead to hypotension.",Avoid alcohol.
DB00528,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the metabolism of lercanidipine through CYP3A4, which causes increased serum levels of lercanidipine, and may increase the risk of hypotension.",Avoid grapefruit products.
DB00530,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of erlotinib.",Exercise caution with grapefruit products.
DB00531,food,Fluids / Water,minor,Drink plenty of fluids. Drink 2 to 3 liters of fluids a day.,Drink plenty of fluids.
DB00533,food,Antacids,moderate,"Take separate from antacids. Taking rofecoxib with antacids can reduce the AUC and Cmax of rofecoxib, therefore consider separating their administration for optimal efficacy.",
DB00535,food,Iron,major,"Do not take aluminum, magnesium, or iron containing products up to 2 hours before or after this medication.","Do not take aluminum, magnesium, or iron containing products up to 2 hours before or after this medication."
DB00537,food,Milk / Dairy,moderate,Avoid milk and dairy products. Dairy products and calcium fortified juices decrease the absorption of ciprofloxacin.,Avoid milk and dairy products.
DB00537,food,Calcium,moderate,Dairy products and calcium fortified juices decrease the absorption of ciprofloxacin.,
DB00537,food,Caffeine,minor,Limit caffeine intake.,Limit caffeine intake.
DB00539,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 and therefore, may elevate toremifene serum levels.",Avoid grapefruit products.
DB00540,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00541,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of vincristine.",Exercise caution with grapefruit products.
DB00542,food,Potassium-containing products,moderate,Avoid potassium-containing products.,Avoid potassium-containing products.
DB00543,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00548,food,Alcohol,moderate,Avoid alcohol. Alcohol may cause flushing,Avoid alcohol.
DB00551,food,Iron,moderate,"Avoid iron supplements. Acetohydroxamic acid chelates iron, therefore oral supplementation of iron will reduce levels of both iron and acetohydroxamic acid.",Avoid iron supplements.
DB00551,food,Alcohol,moderate,Avoid alcohol. Concomitant use of acetohydroxamic acid with alcohol may cause a rash.,Avoid alcohol.
DB00553,food,Milk / Dairy,moderate,Take this medication with food or milk.,
DB00554,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00557,food,Grapefruit,moderate,Avoid grapefruit products. Co-administration with grapefruit inhibits hydroxyzine metabolism and can result in elevated serum concentrations.,Avoid grapefruit products.
DB00557,food,Alcohol,moderate,Avoid alcohol. Co-administration with alcohol may potentiate the CNS adverse effects of hydroxyzine.,Avoid alcohol.
DB00563,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00563,food,Milk / Dairy,moderate,Avoid milk and dairy products. Milk and dairy products reduce absorption.,Avoid milk and dairy products.
DB00563,food,Caffeine,minor,Limit caffeine intake. Caffeine may reduce the effectiveness of methotrexate.,Limit caffeine intake.
DB00564,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB00564,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase drowsiness and dizziness.,Avoid alcohol.
DB00569,food,Garlic,moderate,"Examples include ginseng, ginkgo, ginger, and garlic.",
DB00569,food,Ginger,moderate,"Examples include ginseng, ginkgo, ginger, and garlic.",
DB00569,food,Ginkgo,moderate,"Examples include ginseng, ginkgo, ginger, and garlic.",
DB00569,food,Ginseng,moderate,"Examples include ginseng, ginkgo, ginger, and garlic.",
DB00570,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of vinblastine.",Avoid grapefruit products.
DB00571,food,Alcohol,moderate,Avoid alcohol. Alcohol increases propranolol plasma concentrations.,Avoid alcohol.
DB00572,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00573,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00575,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00580,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase the risk of gastrointestinal bleeding.,Avoid alcohol.
DB00581,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB00584,food,Potassium-containing products,moderate,Avoid potassium-containing products.,Avoid potassium-containing products.
DB00585,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00585,food,Caffeine,minor,Limit caffeine intake.,Limit caffeine intake.
DB00586,food,Alcohol,moderate,"Avoid excessive or chronic alcohol consumption. Co-administration with alcohol may increase the risk of gastrointestinal side effects, such as ulceration.",Avoid excessive or chronic alcohol consumption.
DB00590,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00593,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00594,food,Potassium-containing products,moderate,Avoid potassium-containing products.,Avoid potassium-containing products.
DB00595,food,Milk / Dairy,moderate,Avoid milk and dairy products. Take at least 1 hour before or two hours after consuming dairy products.,Avoid milk and dairy products.
DB00599,food,Alcohol,moderate,Avoid alcohol. Additive CNS depression may occur if alcohol is consumed with thiopental.,Avoid alcohol.
DB00601,food,Alcohol,moderate,"Tyramine-containing foods include cheese, red wine, fava beans, pickled foods, cured foods, and alcoholic beverages.",
DB00602,food,Fluids / Water,moderate,Oral ivermectin should be taken on an empty stomach with a glass of water.,
DB00604,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB00605,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase the risk of gastrointestinal bleeding.,Avoid alcohol.
DB00611,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00618,food,Milk / Dairy,moderate,Avoid milk and dairy products.,Avoid milk and dairy products.
DB00619,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which can increase serum levels of imatinib.",Avoid grapefruit products.
DB00619,food,Fluids / Water,moderate,Take with a full glass of water. Taking imatinib with water may reduce gastric irritation.,
DB00622,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB00623,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00625,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Alcohol may contribute to additive adverse effects when taken with efavirenz.,Avoid excessive or chronic alcohol consumption.
DB00627,food,Alcohol,moderate,Avoid alcohol. Alcohol increases the chance of flushing and pruritus.,Avoid alcohol.
DB00628,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00630,food,Antacids,moderate,"Calcium, antacids, and divalent ions may interfere with the absorption of this medication.",
DB00630,food,Calcium,moderate,"Calcium, antacids, and divalent ions may interfere with the absorption of this medication.",
DB00630,food,Fluids / Water,moderate,Take with a full glass of water.,
DB00631,food,Echinacea,moderate,"Avoid echinacea. Echinacea should be used with caution, if at all, in patients receiving therapeutic immunosuppressants.",Avoid echinacea.
DB00635,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00640,food,Caffeine,moderate,Avoid caffeine. Caffeine may antagonise the activity of adenosine.,Avoid caffeine.
DB00641,food,Grapefruit,moderate,Avoid grapefruit products. Co-administration with grapefruit products may increase the risk for adverse effects such as myalgia.,Avoid grapefruit products.
DB00647,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00649,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol while taking stavudine may increase the risk of liver damage and pancreatitis.,Avoid alcohol.
DB00652,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00655,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 and therefore, may increase estrone concentrations, potentially increasing its adverse effects.",Avoid grapefruit products.
DB00655,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase serum concentrations of estradiol.,Avoid alcohol.
DB00656,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00657,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. The ingestion of alcohol may potentiate the actions of mecamylamine.,Avoid excessive or chronic alcohol consumption.
DB00660,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Alcohol may increase the CNS depressant effects of metaxalone.,Avoid excessive or chronic alcohol consumption.
DB00661,food,Alcohol,moderate,"Avoid alcohol. Verapamil significantly inhibits the elimination of alcohol, leading to elevated blood alcohol levels.",Avoid alcohol.
DB00661,food,Grapefruit,moderate,Avoid grapefruit products. Co-administration with grapefruit may significantly increase serum concentrations.,Avoid grapefruit products.
DB00662,food,Alcohol,moderate,Avoid alcohol. Ingestion of alcohol may increase the CNS depressant effects of trimethobenzamide causing drowsiness.,Avoid alcohol.
DB00665,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00666,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Ingesting alcohol in excess may increase the risk of bone thinning associated with taking nafarelin.,Avoid excessive or chronic alcohol consumption.
DB00669,food,Alcohol,moderate,"Avoid excessive or chronic alcohol consumption. Alcohol increased the risk of GI bleeding, ulcer, and perforation when taken with sumatriptan.",Avoid excessive or chronic alcohol consumption.
DB00672,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00675,food,Fluids / Water,moderate,Take with a full glass of water.,
DB00679,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may potentiate the CNS depressant actions of thioridazine.,Avoid alcohol.
DB00682,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB00682,food,Vitamin K-rich foods,moderate,Avoid foods rich in vitamin K. Vitamin K in foods such as leafy vegetables can reduce warfarin efficacy.,Avoid foods rich in vitamin K.
DB00682,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00682,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00682,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00682,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00682,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00682,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00683,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB00685,food,Antacids,moderate,Take separate from antacids. Take at least 2 hours before or after antacids.,
DB00688,food,Calcium,moderate,"Take multivalent ions such as calcium, iron, or magnesium at least 2 hours after taking this medication.",
DB00688,food,Iron,moderate,"Take multivalent ions such as calcium, iron, or magnesium at least 2 hours after taking this medication.",
DB00690,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00691,food,Potassium-containing products,moderate,Avoid potassium-containing products.,Avoid potassium-containing products.
DB00695,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Alcohol increases the risk of orthostatic hypotension.,Avoid excessive or chronic alcohol consumption.
DB00697,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00700,food,Grapefruit,moderate,Avoid grapefruit products. Grapefruit juice may increase the serum levels of eplerenone by 25% by inhibiting CYP3A4.,Avoid grapefruit products.
DB00701,food,Alcohol,moderate,Avoid alcohol. Drug impairs alcohol metabolism.,Avoid alcohol.
DB00703,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB00708,food,Grapefruit,moderate,"Avoid grapefruit products. therefore, concomitant ingestion of CYP3A4 inhibitors like grapefruit products may increase serum levels of sufentanil and potentiate CNS depression.",Avoid grapefruit products.
DB00708,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may potentiate the CNS depressant effects of sufentanil.,Avoid alcohol.
DB00710,food,Fluids / Water,moderate,Take with a full glass of water.,
DB00712,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00714,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may potentiate hypotension caused by apomorphine.,Avoid alcohol.
DB00715,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00719,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00722,food,Potassium-containing products,moderate,Avoid potassium-containing products.,Avoid potassium-containing products.
DB00726,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase the risk of adverse effects of trimipramine such as sedation and orthostatic hypotension.,Avoid alcohol.
DB00727,food,Alcohol,moderate,Avoid alcohol. Alcohol can increase the risk of hypotension.,Avoid alcohol.
DB00737,food,Alcohol,moderate,Avoid alcohol. Alcohol may cause additive CNS depressant effects.,Avoid alcohol.
DB00741,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00744,food,Grapefruit,minor,"Exercise caution with grapefruit products. Therefore grapefruit, a CYP3A4 inhibitor, may reduce the metabolism of zileuton.",Exercise caution with grapefruit products.
DB00744,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption.,Avoid excessive or chronic alcohol consumption.
DB00747,food,Grapefruit,moderate,Avoid grapefruit products. Coadministration of scopolamine with grapefruit juice has been shown to delay scopolamine absorption and increase its bioavailability without altering its elimination.,Avoid grapefruit products.
DB00748,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase drowsiness caused by carbinoxamine.,Avoid alcohol.
DB00749,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00752,food,Alcohol,moderate,"Foods that contain tyramine include aged cheese, ripe bananas, red wine, some alcoholic beverages (beer), cured food, pickled food, and fava beans. Avoid alcohol. Ingesting alcohol may increase the CNS depressant effects of tranylcypromine.",Avoid alcohol.
DB00759,food,Fluids / Water,moderate,Take with a full glass of water.,
DB00759,food,Milk / Dairy,moderate,Avoid milk and dairy products.,Avoid milk and dairy products.
DB00761,food,Fluids / Water,moderate,Take with a full glass of water.,
DB00765,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase the sedative and CNS depressant effects of metyrosine.,Avoid alcohol.
DB00771,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase the CNS depressant effects of the combination product Chlordiazepoxide HCl and Clidinium Bromide.,Avoid alcohol.
DB00773,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of etoposide.",Avoid grapefruit products.
DB00776,food,Alcohol,moderate,Avoid alcohol. Oxcarbazepine has CNS depressant properties that may be potentiated by co-administration with alcohol.,Avoid alcohol.
DB00779,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB00780,food,Caffeine,minor,Limit caffeine intake. Excess caffeine intake can also cause a hypertensive crisis.,Limit caffeine intake.
DB00780,food,Alcohol,moderate,"Avoid alcohol. Foods that contain tyramine include aged cheese, ripe bananas, red wine, some alcoholic beverages (beer), cured food, pickled food, and fava beans.",Avoid alcohol.
DB00784,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00787,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB00790,food,Potassium-containing products,moderate,Avoid potassium-containing products.,Avoid potassium-containing products.
DB00794,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00795,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB00804,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB00804,food,Alcohol,moderate,Avoid alcohol. Alcohol may increase drowsiness caused by dicyclomine.,Avoid alcohol.
DB00806,food,Caffeine,minor,Limit caffeine intake.,Limit caffeine intake.
DB00808,food,Alcohol,moderate,Avoid alcohol. Alcohol may potentiate orthostatic hypotension.,Avoid alcohol.
DB00810,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00811,food,Alcohol,moderate,Avoid alcohol. ingesting alcohol may worsen this infection.,Avoid alcohol.
DB00812,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00813,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00814,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00816,food,Caffeine,minor,Limit caffeine intake.,Limit caffeine intake.
DB00819,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB00820,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Ingesting excess amounts of alcohol (more than four drinks in a short time) may potentiate the hypotension and dizziness caused by tadalafil.,Avoid excessive or chronic alcohol consumption.
DB00820,food,Grapefruit,moderate,"Avoid grapefruit products. Tadalafil is metabolized by CYP3A4, and grapefruit products are CYP3A4 inhibitors",Avoid grapefruit products.
DB00822,food,Alcohol,moderate,Avoid alcohol. Avoid alcohol for up to 14 days after discontinuation.,Avoid alcohol.
DB00829,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00831,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may potentiate the sedative and CNS depressant effects of trifluoperazine.,Avoid excessive or chronic alcohol consumption.
DB00834,food,Grapefruit,moderate,Avoid grapefruit products. Grapefruit inhibits the metabolism of mifepristone through the CYP3A4 pathway causing increased serum levels of mifepristone.,Avoid grapefruit products.
DB00835,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00839,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of hypoglycemia.,Avoid excessive or chronic alcohol consumption.
DB00842,food,Alcohol,moderate,Avoid alcohol. Co-administration with alcohol may potentiate the CNS effects of oxazepam.,Avoid alcohol.
DB00843,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00844,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase the sedative and CNS depressant effects of nalbuphine.,Avoid alcohol.
DB00850,food,Alcohol,moderate,Avoid alcohol. Consuming alcohol may increase hypotension. Perphenazine may increase the effects of alcohol.,Avoid alcohol.
DB00854,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00857,food,Caffeine,minor,"Limit caffeine intake. Terbinafine may reduce the metabolism of caffeine by approximately 19%, monitor for increased effects of caffeine.",Limit caffeine intake.
DB00859,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB00860,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00861,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00862,food,Grapefruit,moderate,"Avoid grapefruit products. Vardenafil is metabolized by CYP3A4, and grapefruit products are CYP3A4 inhibitors",Avoid grapefruit products.
DB00864,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB00864,food,Alcohol,moderate,Avoid alcohol. Consuming alcohol may increase the rate of tacrolimus release from extended-release formulations.,Avoid alcohol.
DB00864,food,Antacids,moderate,"Take separate from antacids. Coadministration of tacrolimus with aluminum or magnesium hydroxide antacids may increase the serum levels of tacrolimus, which poses a risk for toxicity.",
DB00865,food,Caffeine,minor,Limit caffeine intake. Excess caffeine intake may increase the CNS stimulation caused by benzphetamine hydrochloride.,Limit caffeine intake.
DB00874,food,Fluids / Water,moderate,Take with a full glass of water.,
DB00875,food,Alcohol,moderate,Avoid alcohol. Flupentixol can enhance the sedative effects of alcohol.,Avoid alcohol.
DB00877,food,Grapefruit,moderate,Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of sirolimus and increases its serum concentration.,Avoid grapefruit products.
DB00881,food,Potassium-containing products,moderate,Avoid potassium-containing products.,Avoid potassium-containing products.
DB00884,food,Antacids,moderate,"Calcium, antacids, and divalent ions may interfere with the absorption of this medication.",
DB00884,food,Calcium,moderate,"Calcium, antacids, and divalent ions may interfere with the absorption of this medication.",
DB00884,food,Fluids / Water,moderate,Take with a full glass of water.,
DB00897,food,Alcohol,moderate,"Avoid alcohol. Ingesting alcohol may increase the risk of complex behaviors like sleep-driving, which the patient does not remember.",Avoid alcohol.
DB00897,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of triazolam, which increases the serum concentration of triazolam.",Avoid grapefruit products.
DB00899,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase the sedative and CNS depressant effects of remifentanil.,Avoid alcohol.
DB00900,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00906,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase drowsiness and dizziness.,Avoid alcohol.
DB00908,food,Antacids,moderate,Take separate from antacids. Antacids may reduce the absorption of quinidine.,
DB00908,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit may delay the absorption of quinidine, and inhibit its metabolism through CYP3A4.",Exercise caution with grapefruit products.
DB00909,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase drowsiness and dizziness.,Avoid alcohol.
DB00910,food,Antacids,moderate,Avoid antacids. Avoid taking aluminum-containing antacids chronically with paricalcitol as there is an increased risk of aluminum toxicity.,Avoid antacids.
DB00910,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4, and paricalcitol metabolism is mediated partially through CYP3A4 therefore, grapefruit may increase paricalcitol serum levels.",Exercise caution with grapefruit products.
DB00911,food,Alcohol,moderate,"Avoid alcohol. Avoid concomitant use of alcohol with tinidazole as it may cause flushing, nausea, vomiting, and headaches.",Avoid alcohol.
DB00915,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00916,food,Alcohol,moderate,"Avoid alcohol. Unpleasant symptoms such as nausea, vomiting, and abdominal distress may occur with alcohol.",Avoid alcohol.
DB00921,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the metabolism of buprenorphine through CYP3A4, which increases the serum levels buprenorphine.",Avoid grapefruit products.
DB00921,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase the sedative and CNS depressant effects of buprenorphine.,Avoid alcohol.
DB00924,food,Alcohol,moderate,Avoid alcohol. Cyclobenzaprine is a central nervous system depressant which may be potentiated by the co-administration of alcohol.,Avoid alcohol.
DB00926,food,Alcohol,major,Avoid alcohol. Alcohol should be completely avoided for up to 2 months after discontinuation.,Avoid alcohol.
DB00927,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Alcohol increases the risk of gastric irritation.,Avoid excessive or chronic alcohol consumption.
DB00927,food,Caffeine,minor,Limit caffeine intake. Caffeine and other acidic beverages increases the risk of gastric irritation.,Limit caffeine intake.
DB00930,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB00934,food,Caffeine,minor,Limit caffeine intake.,Limit caffeine intake.
DB00939,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of developing a gastrointestinal bleed.,Avoid excessive or chronic alcohol consumption.
DB00945,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00945,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00945,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00945,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00945,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00945,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00945,food,Alcohol,moderate,Avoid alcohol. Alcohol increases the risk of gastrointestinal bleeding.,Avoid alcohol.
DB00945,food,Fluids / Water,moderate,Take with a full glass of water.,
DB00946,food,Grapefruit,minor,Exercise caution with grapefruit products.,Exercise caution with grapefruit products.
DB00946,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00946,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00946,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00946,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00946,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00946,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00946,food,Vitamin K-rich foods,minor,Ensure consistent Vitamin K intake. Changes in vitamin K intake may impact coagulation.,Ensure consistent Vitamin K intake.
DB00949,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00950,food,Grapefruit,moderate,"Fruit juices like grapefruit, orange, and apple may reduce bioavailability and overall exposure to the medication.",
DB00951,food,Caffeine,minor,"Chocolate contains caffeine, which should be limited during isoniazid therapy. Limit caffeine intake.",Limit caffeine intake.
DB00951,food,Alcohol,moderate,"Tyramine-containing foods include cheese, red wine, fava beans, pickled food, cured food, and alcoholic beverages. Avoid alcohol. Avoid drinking alcoholic beverages such as unpasteurized beer Consuming alcohol may also increase the risk of isoniazid induced hepatitis and neuropathy.",Avoid alcohol.
DB00951,food,Antacids,moderate,Take separate from antacids. Taking this medication with antacids can reduce absorption.,
DB00956,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00958,food,Echinacea,moderate,Avoid echinacea.,Avoid echinacea.
DB00959,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00960,food,Alcohol,moderate,Avoid alcohol. Alcohol may aggravate signs and symptoms of overdose.,Avoid alcohol.
DB00962,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase the CNS depressant effects of zaleplon.,Avoid alcohol.
DB00972,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may cause additive CNS depressant effects.,Avoid alcohol.
DB00974,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00974,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00974,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00974,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00974,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00974,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
