drug_id,name,name_vi,source_link,is_active
507,'Amoxapine','Amoxapine','DB00543',TRUE
508,'Meprobamate','Meprobamate','DB00371',TRUE
509,'Pyridostigmine','Pyridostigmine','DB00545',TRUE
510,'Azelaic acid','Azelaic acid','DB00548',TRUE
511,'Zafirlukast','Zafirlukast','DB00549',TRUE
512,'Propylthiouracil','Propylthiouracil','DB00550',TRUE
513,'Acetohydroxamic acid','Acetohydroxamic acid','DB00551',TRUE
514,'Methoxsalen','Methoxsalen','DB00553',TRUE
515,'Piroxicam','Piroxicam','DB00554',TRUE
516,'Lamotrigine','Lamotrigine','DB00555',TRUE
517,'Hydroxyzine','Hydroxyzine','DB00557',TRUE
518,'Bosentan','Bosentan','DB00559',TRUE
519,'Methotrexate','Methotrexate','DB00563',TRUE
520,'Carbamazepine','Carbamazepine','DB00564',TRUE
521,'Succimer','Succimer','DB00566',TRUE
522,'Cephalexin','Cephalexin','DB00567',TRUE
523,'Fondaparinux','Fondaparinux','DB00569',TRUE
524,'Vinblastine','Vinblastine','DB00570',TRUE
525,'Propranolol','Propranolol','DB00571',TRUE
526,'Atropine','Atropine','DB00572',TRUE
527,'Fenoprofen','Fenoprofen','DB00573',TRUE
528,'Fenfluramine','Fenfluramine','DB00574',TRUE
529,'Clonidine','Clonidine','DB00575',TRUE
530,'Sulfamethizole','Sulfamethizole','DB00576',TRUE
531,'Valaciclovir','Valaciclovir','DB00577',TRUE
532,'Carbenicillin','Carbenicillin','DB00578',TRUE
533,'Mazindol','Mazindol','DB00579',TRUE
534,'Valdecoxib','Valdecoxib','DB00580',TRUE
535,'Lactulose','Lactulose','DB00581',TRUE
536,'Voriconazole','Voriconazole','DB00582',TRUE
537,'Levocarnitine','Levocarnitine','DB00583',TRUE
538,'Adenosine phosphate','Adenosine phosphate','DB00131',TRUE
539,'Adenosine phosphate','Adenosine phosphate','DB00131',TRUE
540,'Adenosine phosphate','Adenosine phosphate','DB00131',TRUE
541,'Ascorbic acid','Ascorbic acid','DB00126',TRUE
542,'Adenosine phosphate','Adenosine phosphate','DB00131',TRUE
543,'Enalapril','Enalapril','DB00584',TRUE
544,'Enalapril','Enalapril','DB00584',TRUE
545,'Nizatidine','Nizatidine','DB00585',TRUE
546,'Diclofenac','Diclofenac','DB00586',TRUE
547,'Doxazosin','Doxazosin','DB00590',TRUE
548,'Piperazine','Piperazine','DB00592',TRUE
549,'Ethosuximide','Ethosuximide','DB00593',TRUE
550,'Amiloride','Amiloride','DB00594',TRUE
551,'Oxytetracycline','Oxytetracycline','DB00595',TRUE
552,'Labetalol','Labetalol','DB00598',TRUE
553,'Thiopental','Thiopental','DB00599',TRUE
554,'Linezolid','Linezolid','DB00601',TRUE
555,'Ivermectin','Ivermectin','DB00602',TRUE
556,'Medroxyprogesterone acetate','Medroxyprogesterone acetate','DB00603',TRUE
557,'Cisapride','Cisapride','DB00604',TRUE
558,'Sulindac','Sulindac','DB00605',TRUE
559,'Nafcillin','Nafcillin','DB00607',TRUE
560,'Chloroquine','Chloroquine','DB00608',TRUE
561,'Ethionamide','Ethionamide','DB00609',TRUE
562,'Butorphanol','Butorphanol','DB00611',TRUE
563,'Bisoprolol','Bisoprolol','DB00612',TRUE
564,'Rifabutin','Rifabutin','DB00615',TRUE
565,'Demeclocycline','Demeclocycline','DB00618',TRUE
566,'Imatinib','Imatinib','DB00619',TRUE
567,'Nicardipine','Nicardipine','DB00622',TRUE
568,'Fluphenazine','Fluphenazine','DB00623',TRUE
569,'NADH','NADH','DB00157',TRUE
570,'Efavirenz','Efavirenz','DB00625',TRUE
571,'Niacin','Niacin','DB00627',TRUE
572,'Clorazepic acid','Clorazepic acid','DB00628',TRUE
573,'Alendronic acid','Alendronic acid','DB00630',TRUE
574,'Clofarabine','Clofarabine','DB00631',TRUE
575,'Prednisone','Prednisone','DB00635',TRUE
576,'Prednisone','Prednisone','DB00635',TRUE
577,'Prednisolone','Prednisolone','DB00860',TRUE
578,'Clofibrate','Clofibrate','DB00636',TRUE
579,'Astemizole','Astemizole','DB00637',TRUE
580,'Adenosine','Adenosine','DB00640',TRUE
581,'Simvastatin','Simvastatin','DB00641',TRUE
582,'Pemetrexed','Pemetrexed','DB00642',TRUE
583,'Mebendazole','Mebendazole','DB00643',TRUE
584,'Dyclonine','Dyclonine','DB00645',TRUE
585,'Dextropropoxyphene','Dextropropoxyphene','DB00647',TRUE
586,'Mitotane','Mitotane','DB00648',TRUE
587,'Stavudine','Stavudine','DB00649',TRUE
588,'Pentazocine','Pentazocine','DB00652',TRUE
589,'Estrone','Estrone','DB00655',TRUE
590,'Ademetionine','Ademetionine','DB00118',TRUE
591,'NADH','NADH','DB00157',TRUE
592,'NADH','NADH','DB00157',TRUE
593,'Trazodone','Trazodone','DB00656',TRUE
594,'Mecamylamine','Mecamylamine','DB00657',TRUE
595,'Sevelamer','Sevelamer','DB00658',TRUE
596,'Acamprosate','Acamprosate','DB00659',TRUE
597,'Metaxalone','Metaxalone','DB00660',TRUE
598,'Verapamil','Verapamil','DB00661',TRUE
599,'Trimethobenzamide','Trimethobenzamide','DB00662',TRUE
600,'Nilutamide','Nilutamide','DB00665',TRUE
601,'Nafarelin','Nafarelin','DB00666',TRUE
602,'Sumatriptan','Sumatriptan','DB00669',TRUE
603,'Pirenzepine','Pirenzepine','DB00670',TRUE
604,'Cefixime','Cefixime','DB00671',TRUE
605,'Chlorpropamide','Chlorpropamide','DB00672',TRUE
606,'Aprepitant','Aprepitant','DB00673',TRUE
607,'Galantamine','Galantamine','DB00674',TRUE
608,'Tamoxifen','Tamoxifen','DB00675',TRUE
609,'Tamoxifen','Tamoxifen','DB00675',TRUE
610,'Losartan','Losartan','DB00678',TRUE
611,'Thioridazine','Thioridazine','DB00679',TRUE
612,'Warfarin','Warfarin','DB00682',TRUE
613,'Midazolam','Midazolam','DB00683',TRUE
614,'Trovafloxacin','Trovafloxacin','DB00685',TRUE
615,'Pentosan polysulfate','Pentosan polysulchất béoe','DB00686',TRUE
616,'Fludrocortisone','Fludrocortisone','DB00687',TRUE
617,'Mycophenolate mofetil','Mycophenolate mofetil','DB00688',TRUE
618,'Flurazepam','Flurazepam','DB00690',TRUE
619,'Moexipril','Moexipril','DB00691',TRUE
620,'Moexipril','Moexipril','DB00691',TRUE
621,'Furosemide','Furosemide','DB00695',TRUE
622,'Ergotamine','Ergotamine','DB00696',TRUE
623,'Tizanidine','Tizanidine','DB00697',TRUE
624,'Nitrofurantoin','Nitrofurantoin','DB00698',TRUE
625,'Eplerenone','Eplerenone','DB00700',TRUE
626,'Amprenavir','Amprenavir','DB00701',TRUE
627,'Methazolamide','Methazolamide','DB00703',TRUE
628,'Naltrexone','Naltrexone','DB00704',TRUE
629,'Delavirdine','Delavirdine','DB00705',TRUE
630,'Tamsulosin','Tamsulosin','DB00706',TRUE
631,'Sufentanil','Sufentanil','DB00708',TRUE
632,'Lamivudine','Lamivudine','DB00709',TRUE
633,'Adenosine phosphate','Adenosine phosphate','DB00131',TRUE
634,'Lamivudine','Lamivudine','DB00709',TRUE
635,'Ibandronate','Ibandronate','DB00710',TRUE
636,'Diethylcarbamazine','Diethylcarbamazine','DB00711',TRUE
637,'Flurbiprofen','Flurbiprofen','DB00712',TRUE
638,'Apomorphine','Apomorphine','DB00714',TRUE
639,'Paroxetine','Paroxetine','DB00715',TRUE
640,'Norethisterone','Norethisterone','DB00717',TRUE
641,'Adefovir dipivoxil','Adefovir dipivoxil','DB00718',TRUE
642,'Azatadine','Azatadine','DB00719',TRUE
643,'Clodronic acid','Clodronic acid','DB00720',TRUE
644,'Lisinopril','Lisinopril','DB00722',TRUE
645,'Imiquimod','Imiquimod','DB00724',TRUE
646,'Trimipramine','Trimipramine','DB00726',TRUE
647,'Nitroglycerin','Nitroglycerin','DB00727',TRUE
648,'Nateglinide','Nateglinide','DB00731',TRUE
649,'Risperidone','Risperidone','DB00734',TRUE
650,'Esomeprazole','Esomeprazole','DB00736',TRUE
651,'Esomeprazole','Esomeprazole','DB00736',TRUE
652,'Meclizine','Meclizine','DB00737',TRUE
653,'Pentamidine','Pentamidine','DB00738',TRUE
654,'Riluzole','Riluzole','DB00740',TRUE
655,'Hydrocortisone','Hydrocortisone','DB00741',TRUE
656,'NADH','NADH','DB00157',TRUE
657,'Zileuton','Zileuton','DB00744',TRUE
658,'Modafinil','Modafinil','DB00745',TRUE
659,'Scopolamine','Scopolamine','DB00747',TRUE
660,'Carbinoxamine','Carbinoxamine','DB00748',TRUE
661,'Etodolac','Etodolac','DB00749',TRUE
662,'Prilocaine','Prilocaine','DB00750',TRUE
663,'Tranylcypromine','Tranylcypromine','DB00752',TRUE
664,'Ethotoin','Ethotoin','DB00754',TRUE
665,'Tretinoin','Tretinoin','DB00755',TRUE
666,'Dolasetron','Dolasetron','DB00757',TRUE
667,'Clopidogrel','Clopidogrel','DB00758',TRUE
668,'Clopidogrel','Clopidogrel','DB00758',TRUE
669,'Tetracycline','Tetracycline','DB00759',TRUE
670,'Potassium chloride','kali chloride','DB00761',TRUE
671,'Metyrosine','Metyrosine','DB00765',TRUE
672,'Clavulanic acid','Clavulanic acid','DB00766',TRUE
673,'Clidinium','Clidinium','DB00771',TRUE
674,'Etoposide','Etoposide','DB00773',TRUE
675,'NADH','NADH','DB00157',TRUE
676,'Etoposide','Etoposide','DB00773',TRUE
677,'Hydroflumethiazide','Hydroflumethiazide','DB00774',TRUE
678,'Oxcarbazepine','Oxcarbazepine','DB00776',TRUE
679,'Nalidixic acid','Nalidixic acid','DB00779',TRUE
680,'Phenelzine','Phenelzine','DB00780',TRUE
681,'Propantheline','Propantheline','DB00782',TRUE
682,'Mefenamic acid','Mefenamic acid','DB00784',TRUE
683,'Acyclovir','Acyclovir','DB00787',TRUE
684,'Naproxen','Naproxen','DB00788',TRUE
685,'Perindopril','Perindopril','DB00790',TRUE
686,'Primidone','Primidone','DB00794',TRUE
687,'Sulfasalazine','Sulfasalazine','DB00795',TRUE
688,'Candesartan cilexetil','Candesartan cilexetil','DB00796',TRUE
689,'Fenoldopam','Fenoldopam','DB00800',TRUE
690,'Colistin','Colistin','DB00803',TRUE
691,'Dicyclomine','Dicyclomine','DB00804',TRUE
692,'Pentoxifylline','Pentoxifylline','DB00806',TRUE
693,'Indapamide','Indapamide','DB00808',TRUE
694,'Biperiden','Biperiden','DB00810',TRUE
695,'Ribavirin','Ribavirin','DB00811',TRUE
696,'Phenylbutazone','Phenylbutazone','DB00812',TRUE
697,'Fentanyl','Fentanyl','DB00813',TRUE
698,'Meloxicam','Meloxicam','DB00814',TRUE
699,'Sodium lauryl sulfate','natri lauryl sulchất béoe','DB00815',TRUE
700,'Orciprenaline','Orciprenaline','DB00816',TRUE
701,'Acetazolamide','Acetazolamide','DB00819',TRUE
702,'Tadalafil','Tadalafil','DB00820',TRUE
703,'Disulfiram','Disulfiram','DB00822',TRUE
704,'Fosfomycin','Fosfomycin','DB00828',TRUE
705,'Diazepam','Diazepam','DB00829',TRUE
706,'Trifluoperazine','Trifluoperazine','DB00831',TRUE
707,'Cefaclor','Cefaclor','DB00833',TRUE
708,'Mifepristone','Mifepristone','DB00834',TRUE
709,'Brompheniramine','Brompheniramine','DB00835',TRUE
710,'Tolazamide','Tolazamide','DB00839',TRUE
711,'Oxazepam','Oxazepam','DB00842',TRUE
712,'Donepezil','Donepezil','DB00843',TRUE
713,'Nalbuphine','Nalbuphine','DB00844',TRUE
714,'Clofazimine','Clofazimine','DB00845',TRUE
715,'Cysteamine','Cysteamine','DB00847',TRUE
716,'Adenosine phosphate','Adenosine phosphate','DB00131',TRUE
717,'Levamisole','Levamisole','DB00848',TRUE
718,'Perphenazine','Perphenazine','DB00850',TRUE
719,'Dacarbazine','Dacarbazine','DB00851',TRUE
720,'Pseudoephedrine','Pseudoephedrine','DB00852',TRUE
721,'Temozolomide','Temozolomide','DB00853',TRUE
722,'Levorphanol','Levorphanol','DB00854',TRUE
723,'Terbinafine','Terbinafine','DB00857',TRUE
724,'Penicillamine','Penicillamine','DB00859',TRUE
725,'Prednisolone','Prednisolone','DB00860',TRUE
726,'Prednisolone','Prednisolone','DB00860',TRUE
727,'Prednisone','Prednisone','DB00635',TRUE
728,'Diflunisal','Diflunisal','DB00861',TRUE
729,'Vardenafil','Vardenafil','DB00862',TRUE
730,'Ranitidine','Ranitidine','DB00863',TRUE
731,'Tacrolimus','Tacrolimus','DB00864',TRUE
732,'Benzphetamine','Benzphetamine','DB00865',TRUE
733,'Benzonatate','Benzonatate','DB00868',TRUE
734,'Loteprednol etabonate','Loteprednol etabonate','DB14596',TRUE
735,'Guaifenesin','Guaifenesin','DB00874',TRUE
736,'Flupentixol','Flupentixol','DB00875',TRUE
737,'Eprosartan','Eprosartan','DB00876',TRUE
738,'Sirolimus','Sirolimus','DB00877',TRUE
739,'Chlorhexidine','Chlorhexidine','DB00878',TRUE
740,'Emtricitabine','Emtricitabine','DB00879',TRUE
741,'Quinapril','Quinapril','DB00881',TRUE
742,'Quinapril','Quinapril','DB00881',TRUE
743,'Clomifene','Clomifene','DB00882',TRUE
744,'Isosorbide dinitrate','Isosorbide dinitrate','DB00883',TRUE
745,'Risedronic acid','Risedronic acid','DB00884',TRUE
746,'Bumetanide','Bumetanide','DB00887',TRUE
747,'Granisetron','Granisetron','DB00889',TRUE
748,'Benzylpenicilloyl polylysine','Benzylpenicilloyl polylysine','DB00895',TRUE
749,'Triazolam','Triazolam','DB00897',TRUE
750,'Ethanol','Ethanol','DB00898',TRUE
751,'Adenosine phosphate','Adenosine phosphate','DB00131',TRUE
752,'Remifentanil','Remifentanil','DB00899',TRUE
753,'Didanosine','Didanosine','DB00900',TRUE
754,'Etacrynic acid','Etacrynic acid','DB00903',TRUE
755,'Ondansetron','Ondansetron','DB00904',TRUE
756,'Tiagabine','Tiagabine','DB00906',TRUE
757,'Quinidine','Quinidine','DB00908',TRUE
758,'Zonisamide','Zonisamide','DB00909',TRUE
759,'Paricalcitol','Paricalcitol','DB00910',TRUE
760,'Tinidazole','Tinidazole','DB00911',TRUE
761,'Repaglinide','Repaglinide','DB00912',TRUE
762,'Anileridine','Anileridine','DB00913',TRUE
763,'Amantadine','Amantadine','DB00915',TRUE
764,'Metronidazole','Metronidazole','DB00916',TRUE
765,'Etoricoxib','Etoricoxib','DB01628',TRUE
766,'Lumiracoxib','Lumiracoxib','DB01283',TRUE
767,'Phenylbutazone','Phenylbutazone','DB00812',TRUE
768,'Salsalate','Salsalate','DB01399',TRUE
769,'Almotriptan','Almotriptan','DB00918',TRUE
770,'Spectinomycin','Spectinomycin','DB00919',TRUE
771,'Ketotifen','Ketotifen','DB00920',TRUE
772,'Buprenorphine','Buprenorphine','DB00921',TRUE
773,'Cyclobenzaprine','Cyclobenzaprine','DB00924',TRUE
774,'Etretinate','Etretinate','DB00926',TRUE
775,'Famotidine','Famotidine','DB00927',TRUE
776,'Misoprostol','Misoprostol','DB00929',TRUE
777,'Colesevelam','Colesevelam','DB00930',TRUE
778,'Tipranavir','Tipranavir','DB00932',TRUE
779,'Mesoridazine','Mesoridazine','DB00933',TRUE
780,'Maprotiline','Maprotiline','DB00934',TRUE
781,'Diethylpropion','Diethylpropion','DB00937',TRUE
782,'Meclofenamic acid','Meclofenamic acid','DB00939',TRUE
783,'Zalcitabine','Zalcitabine','DB00943',TRUE
784,'Acetylsalicylic acid','Acetylsalicylic acid','DB00945',TRUE
785,'Phenprocoumon','Phenprocoumon','DB00946',TRUE
786,'Felbamate','Felbamate','DB00949',TRUE
787,'Fexofenadine','Fexofenadine','DB00950',TRUE
788,'Isoniazid','Isoniazid','DB00951',TRUE
789,'Naratriptan','Naratriptan','DB00952',TRUE
790,'Rizatriptan','Rizatriptan','DB00953',TRUE
791,'Hydrocodone','Hydrocodone','DB00956',TRUE
792,'Norgestimate','Norgestimate','DB00957',TRUE
793,'Carboplatin','Carboplatin','DB00958',TRUE
794,'Methylprednisolone','Methylprednisolone','DB00959',TRUE
795,'Pindolol','Pindolol','DB00960',TRUE
796,'Zaleplon','Zaleplon','DB00962',TRUE
797,'Telmisartan','Telmisartan','DB00966',TRUE
798,'Desloratadine','Desloratadine','DB00967',TRUE
799,'Methyldopa','Methyldopa','DB00968',TRUE
800,'Alosetron','Alosetron','DB00969',TRUE
801,'Azelastine','Azelastine','DB00972',TRUE
802,'Ezetimibe','Ezetimibe','DB00973',TRUE
803,'Edetic acid','Edetic acid','DB00974',TRUE
804,'Dipyridamole','Dipyridamole','DB00975',TRUE
805,'Telithromycin','Telithromycin','DB00976',TRUE
806,'Ethinylestradiol','Ethinylestradiol','DB00977',TRUE
807,'Lomefloxacin','Lomefloxacin','DB00978',TRUE
808,'Ramelteon','Ramelteon','DB00980',TRUE
809,'Isotretinoin','Isotretinoin','DB00982',TRUE
810,'Dimenhydrinate','Dimenhydrinate','DB00985',TRUE
811,'Glycopyrronium','Glycopyrronium','DB00986',TRUE
812,'Rivastigmine','Rivastigmine','DB00989',TRUE
813,'Exemestane','Exemestane','DB00990',TRUE
814,'Oxaprozin','Oxaprozin','DB00991',TRUE
815,'Azathioprine','Azathioprine','DB00993',TRUE
816,'Azathioprine','Azathioprine','DB00993',TRUE
817,'Auranofin','Auranofin','DB00995',TRUE
818,'Gabapentin','Gabapentin','DB00996',TRUE
819,'Doxorubicin','Doxorubicin','DB00997',TRUE
820,'Frovatriptan','Frovatriptan','DB00998',TRUE
821,'Hydrochlorothiazide','Hydrochlorothiazide','DB00999',TRUE
822,'Cromoglicic acid','Cromoglicic acid','DB01003',TRUE
823,'Ganciclovir','Ganciclovir','DB01004',TRUE
824,'Hydroxyurea','Hydroxyurea','DB01005',TRUE
825,'Letrozole','Letrozole','DB01006',TRUE
826,'Busulfan','Busulfan','DB01008',TRUE
827,'Ketoprofen','Ketoprofen','DB01009',TRUE
828,'Metyrapone','Metyrapone','DB01011',TRUE
829,'Cinacalcet','Cinacalcet','DB01012',TRUE
830,'Balsalazide','Balsalazide','DB01014',TRUE
831,'Sulfamethoxazole','Sulfamethoxazole','DB01015',TRUE
832,'Glyburide','Glyburide','DB01016',TRUE
833,'Minocycline','Minocycline','DB01017',TRUE
834,'Guanfacine','Guanfacine','DB01018',TRUE
835,'Bethanechol','Bethanechol','DB01019',TRUE
836,'Isosorbide mononitrate','Isosorbide mononitrate','DB01020',TRUE
837,'Phylloquinone','Phylloquinone','DB01022',TRUE
838,'Fondaparinux','Fondaparinux','DB00569',TRUE
839,'Lepirudin','Lepirudin','DB00001',TRUE
840,'Alteplase','Alteplase','DB00009',TRUE
841,'Anistreplase','Anistreplase','DB00029',TRUE
842,'Urokinase','Urokinase','DB00013',TRUE
843,'Phenindione','Phenindione','DB00498',TRUE
844,'Warfarin','Warfarin','DB00682',TRUE
845,'Phylloquinone','Phylloquinone','DB01022',TRUE
846,'Acenocoumarol','Acenocoumarol','DB01418',TRUE
847,'Argatroban','Argatroban','DB00278',TRUE
848,'Ximelagatran','Ximelagatran','DB04898',TRUE
849,'Tenecteplase','Tenecteplase','DB00031',TRUE
850,'Aminocaproic acid','Aminocaproic acid','DB00513',TRUE
851,'Phenprocoumon','Phenprocoumon','DB00946',TRUE
852,'Heparin','Heparin','DB01109',TRUE
853,'Bivalirudin','Bivalirudin','DB00006',TRUE
854,'Streptokinase','Streptokinase','DB00086',TRUE
855,'Reteplase','Reteplase','DB00015',TRUE
856,'Tranexamic acid','Tranexamic acid','DB00302',TRUE
857,'Phylloquinone','Phylloquinone','DB01022',TRUE
858,'Felodipine','Felodipine','DB01023',TRUE
859,'Felodipine','Felodipine','DB01023',TRUE
860,'Mycophenolic acid','Mycophenolic acid','DB01024',TRUE
861,'Ketoconazole','Ketoconazole','DB01026',TRUE
862,'Methoxyflurane','Methoxyflurane','DB01028',TRUE
863,'Irbesartan','Irbesartan','DB01029',TRUE
864,'Topotecan','Topotecan','DB01030',TRUE
865,'Probenecid','Probenecid','DB01032',TRUE
866,'Mercaptopurine','Mercaptopurine','DB01033',TRUE
867,'Ademetionine','Ademetionine','DB00118',TRUE
868,'Procainamide','Procainamide','DB01035',TRUE
869,'Tolterodine','Tolterodine','DB01036',TRUE
870,'Selegiline','Selegiline','DB01037',TRUE
871,'Fenofibrate','Fenofibrate','DB01039',TRUE
872,'Thalidomide','Thalidomide','DB01041',TRUE
873,'Melphalan','Melphalan','DB01042',TRUE
874,'Memantine','Memantine','DB01043',TRUE
875,'Gatifloxacin','Gatifloxacin','DB01044',TRUE
876,'Rifampicin','Rifampicin','DB01045',TRUE
877,'Lubiprostone','Lubiprostone','DB01046',TRUE
878,'Abacavir','Abacavir','DB01048',TRUE
879,'Ergoloid mesylate','Ergoloid mesylate','DB01049',TRUE
880,'Ibuprofen','Ibuprofen','DB01050',TRUE
881,'Ibuprofen','Ibuprofen','DB01050',TRUE
882,'Nitrendipine','Nitrendipine','DB01054',TRUE
883,'Praziquantel','Praziquantel','DB01058',TRUE
884,'Norfloxacin','Norfloxacin','DB01059',TRUE
885,'Amoxicillin','Amoxicillin','DB01060',TRUE
886,'Oxybutynin','Oxybutynin','DB01062',TRUE
887,'Melatonin','Melatonin','DB01065',TRUE
888,'Cefditoren','Cefditoren','DB01066',TRUE
889,'Glipizide','Glipizide','DB01067',TRUE
890,'Clonazepam','Clonazepam','DB01068',TRUE
891,'Promethazine','Promethazine','DB01069',TRUE
892,'Atazanavir','Atazanavir','DB01072',TRUE
893,'Fludarabine','Fludarabine','DB01073',TRUE
894,'Diphenhydramine','Diphenhydramine','DB01075',TRUE
895,'Atorvastatin','Atorvastatin','DB01076',TRUE
896,'Etidronic acid','Etidronic acid','DB01077',TRUE
897,'Tegaserod','Tegaserod','DB01079',TRUE
898,'Vigabatrin','Vigabatrin','DB01080',TRUE
899,'Diphenoxylate','Diphenoxylate','DB01081',TRUE
900,'Orlistat','Orlistat','DB01083',TRUE
901,'Pilocarpine','Pilocarpine','DB01085',TRUE
902,'Primaquine','Primaquine','DB01087',TRUE
903,'Iloprost','Iloprost','DB01088',TRUE
904,'Fluvastatin','Fluvastatin','DB01095',TRUE
905,'Leflunomide','Leflunomide','DB01097',TRUE
906,'Rosuvastatin','Rosuvastatin','DB01098',TRUE
907,'Pimozide','Pimozide','DB01100',TRUE
908,'Capecitabine','Capecitabine','DB01101',TRUE
909,'Sertraline','Sertraline','DB01104',TRUE
910,'Methyprylon','Methyprylon','DB01107',TRUE
911,'Heparin','Heparin','DB01109',TRUE
912,'Heparin','Heparin','DB01109',TRUE
913,'Cefuroxime','Cefuroxime','DB01112',TRUE
914,'Chlorpheniramine','Chlorpheniramine','DB01114',TRUE
915,'Nifedipine','Nifedipine','DB01115',TRUE
916,'Atovaquone','Atovaquone','DB01117',TRUE
917,'Amiodarone','Amiodarone','DB01118',TRUE
918,'Gliclazide','Gliclazide','DB01120',TRUE
919,'Phenacemide','Phenacemide','DB01121',TRUE
920,'Tolbutamide','Tolbutamide','DB01124',TRUE
921,'Dutasteride','Dutasteride','DB01126',TRUE
922,'Bicalutamide','Bicalutamide','DB01128',TRUE
923,'Rabeprazole','Rabeprazole','DB01129',TRUE
924,'Rabeprazole','Rabeprazole','DB01129',TRUE
925,'Proguanil','Proguanil','DB01131',TRUE
926,'Pioglitazone','Pioglitazone','DB01132',TRUE
927,'Tiludronic acid','Tiludronic acid','DB01133',TRUE
928,'Carvedilol','Carvedilol','DB01136',TRUE
929,'Levofloxacin','Levofloxacin','DB01137',TRUE
930,'Sulfinpyrazone','Sulfinpyrazone','DB01138',TRUE
931,'Cefadroxil','Cefadroxil','DB01140',TRUE
932,'Micafungin','Micafungin','DB01141',TRUE
933,'Doxepin','Doxepin','DB01142',TRUE
934,'NADH','NADH','DB00157',TRUE
935,'Doxepin','Doxepin','DB01142',TRUE
936,'Diclofenamide','Diclofenamide','DB01144',TRUE
937,'Cloxacillin','Cloxacillin','DB01147',TRUE
938,'Flavoxate','Flavoxate','DB01148',TRUE
939,'Nefazodone','Nefazodone','DB01149',TRUE
940,'Cefprozil','Cefprozil','DB01150',TRUE
941,'Desipramine','Desipramine','DB01151',TRUE
942,'NADH','NADH','DB00157',TRUE
943,'Desipramine','Desipramine','DB01151',TRUE
944,'Gemifloxacin','Gemifloxacin','DB01155',TRUE
945,'Bupropion','Bupropion','DB01156',TRUE
946,'Terazosin','Terazosin','DB01162',TRUE
947,'Ofloxacin','Ofloxacin','DB01165',TRUE
948,'Cilostazol','Cilostazol','DB01166',TRUE
949,'Itraconazole','Itraconazole','DB01167',TRUE
950,'Procarbazine','Procarbazine','DB01168',TRUE
951,'Guanethidine','Guanethidine','DB01170',TRUE
952,'Moclobemide','Moclobemide','DB01171',TRUE
953,'Orphenadrine','Orphenadrine','DB01173',TRUE
954,'Phenobarbital','Phenobarbital','DB01174',TRUE
955,'Escitalopram','Escitalopram','DB01175',TRUE
956,'Cyclizine','Cyclizine','DB01176',TRUE
957,'Ifosfamide','Ifosfamide','DB01181',TRUE
958,'NADH','NADH','DB00157',TRUE
959,'Ifosfamide','Ifosfamide','DB01181',TRUE
960,'Propafenone','Propafenone','DB01182',TRUE
961,'Naloxone','Naloxone','DB01183',TRUE
962,'Domperidone','Domperidone','DB01184',TRUE
963,'Fluoxymesterone','Fluoxymesterone','DB01185',TRUE
964,'Pergolide','Pergolide','DB01186',TRUE
965,'Clindamycin','Clindamycin','DB01190',TRUE
966,'Dexfenfluramine','Dexfenfluramine','DB01191',TRUE
967,'Oxymorphone','Oxymorphone','DB01192',TRUE
968,'Acebutolol','Acebutolol','DB01193',TRUE
969,'Flecainide','Flecainide','DB01195',TRUE
970,'Estramustine','Estramustine','DB01196',TRUE
971,'Captopril','Captopril','DB01197',TRUE
972,'Zopiclone','Zopiclone','DB01198',TRUE
973,'Bromocriptine','Bromocriptine','DB01200',TRUE
974,'Rifapentine','Rifapentine','DB01201',TRUE
975,'Levetiracetam','Levetiracetam','DB01202',TRUE
976,'Nadolol','Nadolol','DB01203',TRUE
977,'Flumazenil','Flumazenil','DB01205',TRUE
978,'Clarithromycin','Clarithromycin','DB01211',TRUE
979,'Fomepizole','Fomepizole','DB01213',TRUE
980,'Estazolam','Estazolam','DB01215',TRUE
981,'Finasteride','Finasteride','DB01216',TRUE
982,'Anastrozole','Anastrozole','DB01217',TRUE
983,'Halofantrine','Halofantrine','DB01218',TRUE
984,'Dantrolene','Dantrolene','DB01219',TRUE
985,'Rifaximin','Rifaximin','DB01220',TRUE
986,'Ketamine','Ketamine','DB01221',TRUE
987,'Budesonide','Budesonide','DB01222',TRUE
988,'Aminophylline','Aminophylline','DB01223',TRUE
989,'Quetiapine','Quetiapine','DB01224',TRUE
990,'Enoxaparin','Enoxaparin','DB01225',TRUE
991,'Paclitaxel','Paclitaxel','DB01229',TRUE
992,'Pemoline','Pemoline','DB01230',TRUE
993,'Saquinavir','Saquinavir','DB01232',TRUE
994,'Metoclopramide','Metoclopramide','DB01233',TRUE
995,'Dexamethasone','Dexamethasone','DB01234',TRUE
996,'Levodopa','Levodopa','DB01235',TRUE
997,'Aripiprazole','Aripiprazole','DB01238',TRUE
998,'Chlorprothixene','Chlorprothixene','DB01239',TRUE
999,'Epoprostenol','Epoprostenol','DB01240',TRUE
1000,'Gemfibrozil','Gemfibrozil','DB01241',TRUE
1001,'Clomipramine','Clomipramine','DB01242',TRUE
1002,'Bepridil','Bepridil','DB01244',TRUE
1003,'Alimemazine','Alimemazine','DB01246',TRUE
1004,'Isocarboxazid','Isocarboxazid','DB01247',TRUE
1005,'Docetaxel','Docetaxel','DB01248',TRUE
1006,'Olsalazine','Olsalazine','DB01250',TRUE
1007,'Dasatinib','Dasatinib','DB01254',TRUE
1008,'Lisdexamfetamine','Lisdexamfetamine','DB01255',TRUE
